id	label	premise	hipothesis
6351	2.685	The deer is jumping over a fence	There&#39;s no deer jumping over fences
6352	3.5	A woman is cracking some eggs in a bowl	A woman is removing ingredients from a bowl.
6353	3.4	People are singing and a clown is dancing	A clown is singing and people are dancing
6354	3.5	Some men are watching cricket	People are playing cricket
6355	3.6	A cyclist is on the black and white bicycle and is standing on the saddle.	A biker is standing on the seat of a white motorcycle
6356	2.4	A laughing man is dyeing a black shirt at a table you can&#39;t sit on	A man is sitting comfortably at the table.
6357	3.5	Two people are sitting comfortably on the bench	Two big people are sitting on a park bench and they have a soda bottle between them
6358	4.1	The man is wrapping a potato	The man is slicing a potato
6359	3.6	There&#39;s no man driving the car	A man is driving a car.
6360	3.8	The man is not being knocked off a horse	The man is being knocked off the horse
6361	3.0	The man and the boy are standing under the stairs, which is outdoors	An adult is in the amphitheater and is seriously talking with a boy.
6362	3.565	Two dogs are playing near a tree	Two dogs are sleeping near a tree
6363	2.7	A brown dog is attacking another animal in front of the man in pants	There are no dogs fighting and hugging
6364	3.9	A cartoon plane is landing	A cartoon plane is taking off
6365	3.6	There&#39;s no woman casting a shadow	The woman is casting shadow
6366	3.2	There is no man in a black jacket doing tricks on a motorcycle	A person is riding a bicycle on one wheel
6367	3.1	The man is slicing some potatoes	A woman is peeling a potato
6368	1.0	A man is kicking a soccer ball on the pitch	A man is mixing the contents of a bowl.
6369	1.5	A girl is cutting butter in two pieces	Some slices of tofu are being eaten by a woman.
6370	3.1	Three teenagers are dying in the bedroom	Some teens are dancing for the camera.
6371	3.6	The woman is cracking eggs in a bowl	The woman is holding the eggs
6372	3.5	A man at the keyboard is playing with his nose	The man is playing the piano with his nose
6373	2.8	A man is sitting comfortably at the table.	There&#39;s no man wearing a dyed black shirt sitting at the table and laughing
6374	3.2	The bride is leaving the groom after the wedding	The bride and groom are leaving after the wedding
6375	4.0	A man in blue overalls is failing to fly a motorcycle	A man in blue overalls is bravely riding a motorcycle
6376	2.8	There&#39;s no dog eating a doll	A dog is playing with a toy
6377	2.3	A musician is playing two keyboards.	A cat is playing a keyboard
6378	3.5	There&#39;s no man being hit	A boy is hitting a man with a plastic sword
6379	3.6	A couple is running towards the water	A man and a woman are running together and holding hands.
6380	1.1	A man is spreading dough	A woman is slicing meat with a knife
6381	3.7	The man is on the ride with the horse	The horse is being ridden by a man
6382	2.6	An onion is being cut by a man	There&#39;s no man slicing onion
6383	3.8	The person is quickly slicing a vegetable	Someone is slicing a tomato
6384	2.4	A man is sitting on a chair and rubbing his eyes.	A tattooed man is on a couch and is holding a pencil
6385	3.9	There&#39;s no girl jumping in the car	A girl is jumping in the car
6386	4.3	Some men are sawing.	Men are sawing logs
6387	3.1	Two girls are playing the guitar	Two men are playing the guitar
6388	2.8	The man is drawing	The man is not drawing
6389	1.0	The piano is being played by someone	Someone is feeding an animal
6390	4.1	A person is riding a bicycle on one wheel	No one is driving a bicycle with a wheel
6391	4.4	There&#39;s no guinea pig eating a carrot	A guinea pig is eating a carrot
6392	3.4	A sea turtle is not hunting fish	The turtle is following the fish
6393	3.2	A black, red, white and pink dress is being worn by a woman.	A woman is wearing a cape, which is too large, and hiding a fancy dress
6394	3.935	A brown and white dog is crossing the tall grass	A brown and white dog is resting on the grass.
6395	2.8	A man is holding the guitar.	The man is playing the flute
6396	3.6	A white and brown dog is struggling through the water	A white man is strolling a dog through the brown water with difficulty
6397	3.1	A teenage boy is not talking to a girl with a webcam	A teenage boy is talking to a girl with a webcam
6398	3.4	Three boys in karate uniforms are fighting	Three men are practicing karate in a field
6399	3.8	A man is driving a car.	There is no man driving a car
6400	3.3	A father is taking his daughter out of a pool	A father is playing his daughter in the pool
6401	4.2	The man is playing an acoustic guitar	The man is not playing acoustic guitar
6402	2.7	A young man is running away from the fishing line	A boy is hanging a fishing rod and running in front of a fish
6403	3.55	The man is hammering a nail with a camera	Someone is nailing a camera lens with loud noises
6404	2.0	An old woman is wearing a shirt with rose patterns and is clumsily carrying two newspapers.	A newspaper is presenting a woman with big hands holding sunglasses and wearing a coat
6405	1.9	A woman is mixing eggs	The woman is drinking
6406	2.5	A bicycle is being pedaled by a man	A monkey is riding a bicycle
6407	1.6	A man is carefully climbing a rope.	A panda is climbing
6408	1.0	A man is shooting guns	A woman is riding a horse
6409	3.4	A man is holding a guitar.	A man is playing a guitar
6410	4.4	The presentation is being attended by a class of students.	The presentation is not being attended by a student classroom.
6411	4.4	A guinea pig is eating a carrot	A tiny guinea pig is gnawing and eating a piece of carrot on the ground.
6412	3.6	An old woman is standing near a white dog	An old woman is far from a white dog
6413	2.9	The soccer ball is between the feet of a boy who is lying on the grass	A soccer player is falling on the grass to dodge a small child
6414	3.2	A woman is slicing a clove of garlic	A woman is slicing a large pepper.
6415	2.7	The guitar is being played by a lady	The person is not practicing the guitar
6416	3.4	A woman is slicing an onion	The woman is cutting a carrot
6417	3.7	There&#39;s no boy playing a piano	A boy is playing a piano
6418	3.3	A boy is running towards the fishing line	A boy is hanging a fishing rod and running in front of a fish
6419	3.2	A woman is breaking an egg in a bowl	The woman is putting a bowl with a crack near an egg
6420	2.1	A baby rhino is walking around a cage with its mother	A mother is giving her baby a corral with a walking rhino.
6421	2.1	Tofu is being sliced by a woman	A girl is cutting the butter in two pieces
6422	3.1	Two people are playing ping pong	A ping pong player meets two people
6423	1.0	A monkey is angrily kicking a target	Sautese is being greased by a woman who is pouring some water
6424	3.9	A man is talking to a girl with an internet camera	A teenage boy is talking to a girl with a webcam
6425	3.6	Two spectators are fighting kickboxing and some people are watching	Two women are fighting in a kickboxing match
6426	2.8	A person is taking eggs from a bowl	A woman is beating two eggs in a bowl and is using a whisk made of metal.
6427	3.4	A sea turtle is looking for fish	A sea turtle is not hunting fish
6428	2.9	The boys are standing in front of the burning car	Four young men are running away and a car is standing behind them
6429	3.3	A woman is preparing an egg in a sautese	A woman is pouring a mixture into a bowl and mixing it
6430	4.1	The animal with big eyes is eating	A lemur is eating
6431	4.3	A dog is rolling around	A cute puppy is repeatedly rolling back and forth with its back on the floor.
6432	3.6	A woman is pulling volleyballs over a net	One woman is handing volleyballs to another woman
6433	1.0	A man is kicking a soccer ball on the pitch	The contents of a bowl are being mixed by a man.
6434	4.0	A man is sitting in a field	A person is sitting in a field and is wearing a hat
6435	3.9	The player is burying the basketball and a crowd is in the background	The player is losing the basket and a crowd is in the background.
6436	4.4	The blonde girl is dancing in front of the stereo	The dancer is dancing in front of the sound equipment.
6437	1.9	The man is slicing bread	The woman is slicing herbs
6438	3.1	There&#39;s no lady cutting some meat	A lady is cutting meat into pieces
6439	3.6	A biker is standing on the seat of a white motorcycle	No one is on a motorcycle and is standing in the seat
6440	2.9	Several children are sitting and raising their knees	Two young small girls are sitting on the floor
6441	2.4	A man is playing a brilliantly trumpet	The man is playing a guitar
6442	3.4	There&#39;s no boy holding a fishing rod and running in front of a fish	A boy is hanging a fishing rod and running in front of a fish
6443	2.4	A man is playing a guitar	A harp is being played with a hat by a man
6444	3.1	A runner is surrounding a squirrel	A squirrel is running in circles.
6445	3.3	A person is wearing a hat and is sitting on the grass.	There is no person wearing a hat and sitting on the grass
6446	3.8	A man is doing some tricks with a soccer ball	A man is kicking a soccer ball on the pitch
6447	1.6	A lonely cyclist is jumping in the air	A man is jumping in an empty pool
6448	3.8	A cat is swinging on a fan	There&#39;s no cat swinging on a fan
6449	4.0	The man is chopping a tree trunk with an ax	A man is chopping a log with an ax
6450	3.5	There&#39;s no person slicing a carrot into pieces	A person is slicing a carrot into pieces
